N,t
3620,0.303855
3621,0.310662
3622,0.307585
3623,0.306494
3624,0.310746
3625,0.284327
3626,0.333453
3627,0.323524
3628,0.327885
3629,0.288382
3630,0.323641
3631,0.318904
3632,0.278166
3633,0.270678
3634,0.268615
3635,0.273557
3636,0.269317
3637,0.271534
3638,0.275952
3639,0.270797
3640,0.268605
3641,0.26826
3642,0.274859
3643,0.275142
3644,0.26703
3645,0.267801
3646,0.269492
3647,0.270228
3648,0.26953
3649,0.270426
3650,0.276259
3651,0.26876
3652,0.274
3653,0.268635
3654,0.274726
3655,0.271546
3656,0.270986
3657,0.27679
3658,0.273354
3659,0.270009
3660,0.270201
3661,0.271164
3662,0.270415
3663,0.273765
3664,0.27181
3665,0.281595
3666,0.289483
3667,0.302184
3668,0.303298
3669,0.302979
3670,0.300913
3671,0.316485
3672,0.330549
3673,0.323818
3674,0.306919
3675,0.305925
3676,0.304652
3677,0.300758
3678,0.306246
3679,0.302667
3680,0.300842
3681,0.306659
3682,0.326536
3683,0.287945
3684,0.328151
3685,0.294894
3686,0.327553
3687,0.297925
3688,0.315899
3689,0.309929
3690,0.304241
3691,0.306663
3692,0.303879
3693,0.325251
3694,0.322725
3695,0.309263
3696,0.307645
3697,0.309896
3698,0.313804
3699,0.309726
3700,0.309615
3701,0.309363
3702,0.310025
3703,0.310414
3704,0.312618
3705,0.315355
3706,0.311416
3707,0.31107
3708,0.313052
3709,0.308954
3710,0.311932
3711,0.312291
3712,0.307808
3713,0.308608
3714,0.308603
3715,0.307308
3716,0.318994
3717,0.319864
3718,0.335302
3719,0.32872
3720,0.334454
3721,0.333803
3722,0.334231
3723,0.337239
3724,0.328667
3725,0.321243
3726,0.319767
3727,0.319772
3728,0.3092
3729,0.332973
3730,0.326308
3731,0.294508
3732,0.330394
3733,0.309659
3734,0.317343
3735,0.314544
3736,0.314628
3737,0.313959
3738,0.320442
3739,0.313316
3740,0.316656
3741,0.316661
3742,0.314125
3743,0.318425
3744,0.311977
3745,0.314747
3746,0.312147
3747,0.315766
3748,0.321284
3749,0.319667
3750,0.313362
3751,0.317296
3752,0.314062
3753,0.313284
3754,0.316791
3755,0.314537
3756,0.320421
3757,0.324106
3758,0.317314
3759,0.317253
3760,0.320042
3761,0.304346
3762,0.309319
3763,0.308544
3764,0.310234
3765,0.308559
3766,0.308231
3767,0.307723
3768,0.306349
3769,0.311562
3770,0.310691
3771,0.310991
3772,0.310149
3773,0.311766
3774,0.311157
3775,0.315534
3776,0.313449
3777,0.309759
3778,0.324282
3779,0.32125
3780,0.341132
